HHNR,gesl,f40120,f81300,A_X,A_Y,alter,f81400,noga_08,sprache,f40800_01,f41100_01,nation,f40920,WP,f41000a,f41000b,f41000c,A_BFS,f42100e,f41600_01a,f41600_01b,f41600_01c,f41001a,f41001b,f41001c,f20400a
918,2,4,3,2605978,1216756,34,0,97,3,2,1,8,100.0,9,3,32,32,7,3,1,2,1,3,22,22,2
919,1,9,3,2621456,1216174,79,0,43,1,-99,1,2,100.0,8,32,13,1,6,2,2,2,1,13,13,12,1
920,2,7,1,2692931,1151479,12,31,12,3,5,2,3,100.0,2,3,22,13,9,1,2,1,2,13,11,32,5
921,1,9,3,2672893,1204750,43,0,50,1,-99,2,1,100.0,8,32,11,2,2,1,1,2,2,13,12,32,5
922,1,9,1,2683676,1216869,33,20,10,2,-99,1,8,100.0,3,13,12,22,7,3,1,1,1,22,22,13,2
923,2,7,3,2661711,1173585,70,0,56,2,5,1,6,100.0,4,11,22,22,4,1,2,2,1,32,12,1,1
924,2,8,3,2674116,1247597,32,0,60,3,1,2,4,100.0,8,3,2,2,1,3,2,2,1,1,32,11,4
925,1,7,3,2602084,1200790,11,0,90,1,5,2,8,100.0,8,3,3,1,1,2,1,1,1,3,32,1,9
926,2,6,1,2650687,1193346,39,24,66,3,3,3,4,100.0,4,32,1,1,4,2,1,2,1,2,2,2,0
927,2,4,1,2690730,1167663,12,58,89,2,-99,1,8,100.0,2,13,32,2,7,1,2,2,1,3,13,2,5
928,2,5,3,2689886,1165176,77,0,99,1,1,3,3,100.0,7,1,12,32,3,3,2,1,2,11,12,11,0
929,1,3,1,2663427,1163008,21,100,35,3,4,2,5,100.0,4,12,12,3,4,3,1,2,2,3,12,1,9
930,1,1,3,2694981,1237725,67,0,49,3,1,2,8,100.0,2,11,11,3,6,2,1,1,1,22,11,32,9
931,2,1,3,2653994,1189718,73,0,93,3,1,2,6,100.0,0,13,22,32,0,3,1,1,2,22,2,3,1
932,2,6,2,2617383,1162107,51,47,96,3,4,3,9,100.0,1,1,11,13,3,3,2,1,2,32,11,32,6
933,1,4,2,2635297,1238425,65,5,12,2,3,1,9,100.0,4,12,22,3,5,1,2,2,1,1,22,1,2
934,1,8,3,2673873,1243504,30,0,59,3,2,1,2,100.0,3,32,2,2,5,2,1,2,1,11,1,1,7
935,2,6,1,2652036,1176157,17,85,2,3,-99,3,2,100.0,2,12,3,3,0,3,1,1,2,11,1,32,7
936,2,4,2,2622107,1179504,50,71,92,4,1,1,1,100.0,9,3,3,12,3,1,1,1,1,13,1,1,5
937,1,3,3,2616529,1165762,41,0,63,1,-99,2,8,100.0,7,11,3,12,8,2,1,1,1,2,11,12,6
938,2,2,1,2687829,1187176,18,63,56,1,4,3,8,100.0,8,13,12,3,3,2,2,1,2,13,12,3,1
939,1,2,3,2673114,1202700,24,0,97,2,2,2,8,100.0,4,11,12,1,7,2,2,2,2,13,1,2,2
940,1,2,2,2686685,1162213,31,92,65,4,5,1,6,100.0,3,11,32,22,0,2,1,2,1,2,12,12,9
941,2,7,1,2602226,1221320,79,75,8,2,-99,3,6,100.0,3,2,1,12,8,1,2,2,1,2,22,11,1
942,1,9,1,2631412,1205119,89,87,53,2,5,3,6,100.0,8,22,13,13,3,3,2,2,1,1,2,1,4
943,2,7,1,2627524,1222727,40,67,56,2,1,1,0,100.0,3,11,13,12,2,3,1,2,1,1,1,22,4
944,1,1,3,2684167,1231275,41,0,55,4,-99,2,9,100.0,7,22,11,1,9,3,2,2,2,1,32,11,9
945,2,7,1,2693933,1237745,80,44,67,1,5,1,7,100.0,0,12,1,22,5,1,1,2,2,2,3,3,9
946,2,9,1,2638604,1158004,64,20,92,2,1,2,9,100.0,1,13,3,22,2,3,1,2,2,32,3,13,7
947,1,2,3,2649470,1174518,61,0,59,1,5,2,3,100.0,4,22,1,1,8,3,1,2,1,32,1,1,3
948,2,7,2,2686294,1183282,54,52,96,1,2,3,6,100.0,8,1,13,12,0,1,1,1,2,32,22,11,9
949,2,8,2,2643481,1181055,27,6,51,3,5,1,2,100.0,6,11,32,1,9,2,2,2,2,11,13,11,0
950,1,7,3,2654057,1209716,47,0,49,3,-99,3,3,100.0,2,11,11,13,1,2,2,1,1,32,13,2,1
951,2,3,3,2643098,1195344,53,0,11,2,-99,1,8,100.0,5,22,1,12,2,3,1,1,2,1,12,2,4
952,2,8,2,2676485,1183107,34,53,9,3,-99,2,9,100.0,1,12,1,2,7,2,1,2,2,13,11,11,5
953,1,3,2,2614466,1180717,36,3,91,3,1,1,0,100.0,9,11,32,12,2,1,2,2,1,1,32,22,6
954,2,2,1,2621857,1247098,73,62,59,1,5,1,7,100.0,7,13,12,3,0,3,1,2,1,3,13,2,2
955,2,6,1,2630021,1226445,50,52,49,3,3,2,3,100.0,4,1,13,12,9,2,1,2,2,1,1,32,6
956,1,6,2,2651338,1231823,85,29,66,1,5,1,3,100.0,0,11,22,22,4,2,2,2,2,2,32,1,0
957,1,7,1,2653334,1175956,40,55,14,3,1,1,4,100.0,2,11,13,3,1,2,2,2,2,13,22,1,6
958,2,7,3,2621167,1203080,11,0,1,2,-99,3,5,100.0,9,12,13,1,4,1,1,1,1,22,22,13,7
959,2,3,3,2654101,1174389,75,0,56,3,3,3,6,100.0,7,13,12,32,2,1,1,1,2,32,3,2,7
960,2,2,1,2693866,1169063,13,33,67,4,3,1,7,100.0,7,13,13,3,4,3,1,2,1,22,3,3,0
961,1,8,3,2662896,1161190,80,0,88,2,4,1,8,100.0,5,2,11,11,1,2,1,1,2,2,12,1,6
962,1,4,1,2683642,1158939,62,82,45,4,5,2,4,100.0,7,13,11,1,9,2,2,2,2,22,2,11,6
963,2,6,1,2659158,1205101,52,83,49,1,3,3,0,100.0,1,32,2,3,8,2,2,1,2,13,32,11,4
964,1,2,3,2627057,1174257,40,0,55,4,3,3,1,100.0,4,13,3,22,8,1,2,1,1,13,22,22,7
965,2,4,3,2689924,1219084,68,0,7,3,-99,2,9,100.0,6,11,32,1,1,1,1,1,1,13,22,12,9
966,1,2,1,2600368,1159373,87,12,99,1,-99,1,1,100.0,2,32,22,13,7,1,2,2,2,2,1,1,7
967,1,9,3,2643274,1215351,15,0,86,1,2,2,8,100.0,1,13,2,11,7,3,2,1,2,12,11,32,0
968,2,7,1,2696711,1234334,77,59,85,4,1,1,6,100.0,0,22,1,2,8,2,1,1,1,2,1,11,9
969,1,4,1,2640363,1249831,78,48,59,2,2,3,4,100.0,5,12,32,11,6,2,1,1,1,3,1,1,5
970,2,9,1,2636038,1201439,81,40,12,2,2,2,5,100.0,9,12,11,1,8,3,2,2,2,1,22,12,1
971,1,1,2,2610269,1193090,33,38,61,3,4,3,6,100.0,2,22,12,22,4,1,2,1,2,22,3,22,2
972,2,3,1,2693383,1243561,50,20,46,2,2,1,0,100.0,9,22,11,32,7,1,1,1,2,13,32,2,9
973,1,4,2,2687264,1181625,18,25,45,1,2,1,4,100.0,8,11,2,3,5,3,1,1,2,11,32,22,9
974,1,1,3,2636920,1173352,22,0,51,1,2,2,1,100.0,8,32,12,2,7,3,1,2,2,2,13,2,9
975,1,9,2,2646302,1193524,24,3,69,1,2,2,9,100.0,2,11,11,11,3,1,2,1,2,1,12,2,5
976,2,2,3,2660954,1186976,59,0,35,3,1,3,3,100.0,9,32,32,3,6,3,2,1,2,13,22,11,7
977,1,3,2,2603096,1204123,34,94,85,4,4,2,0,100.0,6,3,32,2,1,1,2,1,2,11,3,11,8
978,2,5,1,2619547,1154953,18,99,5,1,4,1,8,100.0,3,32,1,11,6,1,1,1,1,2,1,32,5
979,1,9,1,2621469,1191455,31,64,43,3,5,3,1,100.0,2,1,13,1,3,1,2,2,1,22,1,13,1
980,2,6,3,2654584,1193915,89,0,88,2,5,2,3,100.0,0,1,13,11,9,2,1,1,2,2,12,2,5
981,1,8,1,2605649,1222938,50,81,14,4,1,1,0,100.0,0,32,12,3,5,1,2,2,1,13,2,13,7
982,1,8,3,2637837,1222534,64,0,62,3,1,3,9,100.0,4,1,1,13,1,2,2,1,1,12,1,22,1
983,2,8,1,2608733,1225056,61,66,11,4,5,2,2,100.0,3,22,2,3,8,2,1,1,2,13,22,13,6
984,1,4,3,2646950,1180270,23,0,4,4,3,3,4,100.0,8,11,2,22,6,1,1,2,1,2,12,2,6
985,2,8,3,2685922,1218768,17,0,67,3,-99,2,4,100.0,4,11,22,11,6,1,1,1,2,12,2,32,2
986,2,5,3,2625243,1156714,12,0,10,2,4,3,9,100.0,9,32,22,3,0,3,2,2,2,2,11,1,5
987,1,1,3,2644970,1237247,56,0,67,2,-99,1,6,100.0,2,32,2,1,3,1,2,2,2,13,11,32,8
988,1,7,3,2642852,1183003,21,0,84,4,3,1,4,100.0,1,32,32,12,9,1,1,1,1,22,3,22,2
989,1,4,1,2662118,1222504,55,8,11,4,-99,2,9,100.0,5,2,11,3,3,1,2,2,1,13,1,2,0
990,2,3,3,2628820,1169244,53,0,41,4,5,1,3,100.0,3,12,2,1,4,3,1,2,1,12,13,12,4
991,2,7,3,2693798,1197280,15,0,99,2,1,3,5,100.0,5,13,32,2,5,2,2,1,1,3,32,13,7
992,1,9,1,2631868,1153745,38,11,68,3,3,2,7,100.0,8,3,2,32,7,3,2,2,1,1,22,22,5
993,2,7,3,2633267,1196531,23,0,84,2,-99,3,5,100.0,7,1,13,3,5,1,1,2,1,13,3,13,5
994,1,4,3,2678464,1232960,87,0,69,1,3,3,9,100.0,3,12,1,2,8,3,2,2,1,3,3,2,0
995,2,4,3,2660412,1169566,16,0,1,2,4,1,8,100.0,1,13,11,22,8,1,1,1,1,13,2,12,1
996,2,1,1,2673428,1186898,45,75,99,4,5,1,7,100.0,2,11,12,13,5,3,2,1,1,1,3,22,1
997,1,3,2,2687894,1243305,24,39,46,3,4,1,3,100.0,5,2,2,32,0,3,2,1,1,2,11,3,2
998,2,3,1,2671161,1233208,48,46,93,2,1,2,0,100.0,4,3,22,32,7,3,1,2,1,12,1,13,6
999,2,3,2,2660807,1179804,50,77,85,2,2,3,3,100.0,1,1,3,3,1,3,1,2,1,2,11,1,4
