HHNR,gesl,HAUSB,f81300,A_X,A_Y,alter,f81400,noga_08,sprache,f40800_01,f41100_01,nation,f40900,f40901_02,f40903,WP,A_BFS,f42100e,f41610a,f41610b,f41610c,f41000a,f20400a,f41000b,f41000c,f41001a,f41001b,f41001c
887,2,18,3,2692803,1163073,78,0,45,1,5,2,2,0,9,9,0,0,2,2,2,2,32,0,13,12,2,1,11
888,1,9,3,2616343,1220475,31,0,52,2,4,1,5,9,6,4,3,7,2,2,2,2,13,8,12,32,3,11,2
889,1,8,1,2659948,1170339,33,58,41,2,5,1,8,7,2,2,4,5,1,2,2,2,11,7,3,12,3,11,12
890,1,19,2,2640019,1240885,16,65,49,2,2,2,3,7,7,3,9,0,1,1,2,2,2,7,13,2,13,13,12
891,1,4,3,2674851,1247765,10,0,1,4,4,1,8,4,4,4,7,1,2,2,2,1,13,9,13,13,1,11,22
892,2,11,3,2603472,1162219,74,0,93,1,3,3,1,8,2,2,1,0,2,2,2,2,13,3,13,32,11,3,11
893,1,6,1,2628558,1200001,48,41,14,1,5,3,1,5,6,4,6,6,2,2,1,1,3,1,3,22,11,32,11
894,1,11,2,2674299,1221059,80,56,45,1,1,3,1,1,7,2,8,6,3,1,2,2,32,7,12,3,1,2,32
895,2,16,3,2656267,1189983,23,0,3,2,4,2,1,1,0,2,9,0,1,2,1,1,1,5,11,32,22,22,11
896,1,5,2,2673631,1191596,15,90,45,2,1,1,2,9,1,4,1,5,3,2,2,1,2,2,1,12,2,2,12
897,2,5,1,2621101,1241518,77,32,2,3,4,3,4,3,9,1,7,1,1,1,2,1,32,9,22,1,2,13,1
898,2,6,1,2654284,1211964,49,3,1,3,5,3,7,0,4,5,5,4,2,2,1,2,3,9,13,3,32,3,11
899,1,4,2,2686630,1172576,14,40,89,4,3,1,6,9,2,8,1,6,1,2,2,1,12,6,13,11,1,1,3
900,2,18,2,2649383,1215312,14,5,50,2,2,1,3,8,4,3,6,3,2,1,2,2,22,3,32,1,11,2,3
901,1,18,2,2600029,1176238,89,57,51,3,2,1,0,5,6,2,0,6,2,1,1,2,3,1,2,32,11,32,3
902,2,1,2,2696589,1208311,53,50,90,4,2,1,4,5,1,3,6,7,3,2,1,2,13,7,12,13,13,12,11
903,1,3,1,2616427,1154059,22,53,85,2,2,1,5,7,0,6,4,0,1,2,2,1,32,7,12,2,22,22,22
904,1,4,1,2693839,1186012,24,3,84,2,3,1,7,4,0,8,5,2,2,1,1,1,1,1,2,32,12,32,32
905,1,10,1,2610774,1188749,46,91,68,3,3,1,6,2,5,3,3,7,2,2,2,2,22,2,1,12,13,2,12
906,1,6,1,2697865,1242007,43,48,61,4,5,3,6,3,4,5,7,4,3,2,2,2,1,5,22,12,2,3,12
907,1,3,1,2606754,1192357,65,58,69,1,4,1,9,1,4,6,1,0,3,1,1,2,2,3,11,3,22,1,3
908,1,12,3,2675170,1200976,23,0,7,2,2,2,1,9,9,1,6,0,3,2,1,1,3,3,1,12,11,13,11
909,2,5,2,2668495,1191449,83,75,98,4,2,3,2,2,4,7,4,4,1,1,1,2,11,2,1,32,22,3,12
910,1,5,2,2653882,1202617,45,31,88,2,3,1,4,1,5,0,8,0,1,2,1,1,12,6,32,3,3,13,12
911,1,18,3,2666060,1216334,78,0,85,4,3,3,5,9,9,0,9,2,1,2,2,1,12,9,3,1,13,3,3
912,2,12,1,2604088,1188350,56,94,94,2,3,2,8,3,4,2,2,8,2,1,1,1,32,2,2,32,1,11,32
913,1,18,1,2644949,1196607,78,33,58,4,2,1,2,4,9,6,5,8,1,1,1,2,12,2,13,22,2,22,22
914,2,17,3,2625985,1242793,20,0,82,4,3,3,4,3,0,8,2,2,1,2,1,2,2,6,22,11,2,1,2
915,2,1,1,2637253,1151654,67,66,51,4,-99,2,4,7,5,5,6,0,2,2,2,2,13,6,11,13,12,12,32
916,2,3,2,2686461,1153881,79,29,52,3,3,2,2,8,2,3,1,0,3,1,1,1,32,0,12,22,12,13,11
917,1,5,3,2690675,1227768,47,0,7,1,3,1,0,5,4,6,6,6,3,2,2,1,2,9,32,12,32,3,2
918,2,18,3,2663603,1242196,23,0,65,4,1,2,6,7,2,3,5,0,2,1,2,1,1,1,1,12,22,12,12
919,2,4,1,2631502,1249784,34,65,6,2,1,2,0,5,7,5,0,2,2,1,2,2,1,0,22,3,32,13,32
920,1,16,1,2677613,1238704,40,11,65,4,-99,1,4,2,6,3,3,8,3,2,2,2,12,6,12,12,3,13,3
921,2,16,2,2616182,1155517,41,1,62,3,4,1,5,6,7,8,3,2,1,2,2,1,3,5,2,12,22,3,12
922,2,14,3,2672185,1217791,23,0,61,4,5,2,8,9,7,9,3,6,1,1,1,1,12,2,32,32,1,2,22
923,2,15,1,2629458,1211391,82,90,50,2,3,2,9,8,7,8,5,8,3,1,2,2,3,8,12,32,12,3,11
924,1,17,2,2683357,1181050,46,69,2,4,5,3,1,5,9,2,9,1,2,2,1,2,11,3,32,12,1,2,32
925,2,14,2,2676042,1234812,55,20,64,4,3,2,6,3,0,1,8,7,1,1,1,1,13,2,11,1,13,12,11
926,1,12,2,2660770,1180866,84,25,84,3,2,2,9,9,2,3,3,4,1,1,2,1,11,6,11,22,32,12,1
927,1,2,2,2684694,1190272,34,8,2,1,3,2,5,9,8,7,6,8,2,2,1,2,32,3,22,2,3,2,1
928,2,19,2,2658566,1188093,32,40,63,1,2,2,7,7,7,5,1,4,1,1,2,2,2,6,3,1,22,3,32
929,1,3,2,2686558,1170383,56,96,56,3,2,2,8,8,3,0,8,9,2,2,2,1,11,0,22,3,12,32,1
930,1,2,1,2648326,1216444,64,91,9,3,5,3,0,4,2,8,1,5,3,2,2,2,11,5,22,2,13,2,1
931,1,5,3,2612524,1168627,43,0,14,3,1,2,1,1,6,7,7,0,1,2,1,2,11,2,22,2,13,3,11
932,2,14,3,2697851,1216448,47,0,47,4,3,1,5,7,3,3,5,3,1,2,2,2,3,0,2,1,11,3,1
933,2,19,1,2659938,1186437,74,91,6,2,2,2,2,4,2,8,4,8,3,2,1,1,11,9,3,22,2,22,13
934,1,3,1,2655792,1224968,79,79,52,1,5,3,9,1,2,2,9,0,3,1,2,1,2,4,13,2,13,32,2
935,1,16,1,2673049,1248107,39,71,9,3,-99,2,4,4,1,7,1,1,1,2,2,2,13,0,2,1,11,13,13
936,1,16,3,2683601,1241121,60,0,14,3,4,1,0,0,7,5,0,6,3,1,2,1,12,9,3,12,32,11,2
937,2,13,3,2669352,1205707,71,0,50,3,5,1,6,9,1,8,2,3,2,2,2,1,2,0,13,11,12,13,13
938,1,14,1,2698733,1202171,16,67,9,4,4,1,6,3,0,3,2,1,1,2,1,2,11,1,1,12,32,2,32
939,1,14,1,2622048,1150034,70,88,6,2,2,2,0,1,0,1,7,1,2,1,2,2,11,1,22,11,13,1,3
940,1,1,2,2634334,1158324,46,45,61,3,1,2,6,5,5,1,0,7,2,1,2,2,2,3,32,2,13,22,11
941,2,17,1,2631910,1235231,18,21,87,1,4,3,3,5,6,2,9,4,2,2,1,2,3,0,12,1,32,13,12
942,1,6,2,2674247,1214308,64,89,9,1,5,2,2,4,5,7,2,0,2,1,2,2,3,0,22,11,2,13,22
943,1,15,1,2615003,1247810,77,47,12,2,2,1,9,4,4,0,3,4,1,2,1,2,22,6,13,1,13,1,2
944,1,1,1,2658524,1172820,38,67,60,4,2,1,1,9,8,5,7,2,3,1,2,1,11,5,12,1,11,32,11
945,1,15,2,2638936,1248308,62,53,60,3,1,2,3,2,5,3,8,5,3,2,2,2,2,5,22,22,12,12,11
946,1,12,2,2624628,1221576,77,45,52,4,2,3,5,9,4,3,9,3,1,1,2,2,12,5,12,3,3,32,22
947,2,1,1,2695930,1197210,69,1,4,4,3,2,3,1,3,7,8,5,3,1,2,1,32,0,1,11,32,22,22
948,1,13,2,2657764,1222853,49,82,96,3,3,2,4,8,5,6,9,6,1,2,1,2,11,6,1,12,32,3,13
949,2,15,3,2648944,1151431,75,0,12,3,3,1,6,3,9,9,2,9,3,2,2,2,2,4,12,1,13,2,12
950,2,9,1,2641411,1226404,40,45,13,3,3,3,3,9,2,8,6,5,1,2,1,1,22,2,11,11,3,32,22
951,1,10,3,2696911,1207843,72,0,90,1,3,1,5,9,9,1,0,5,1,2,2,2,12,0,11,32,13,3,1
952,1,9,2,2627113,1185202,43,8,8,2,4,3,3,6,9,4,8,1,1,2,2,2,32,4,12,3,12,32,2
953,2,13,3,2648678,1210515,35,0,69,2,-99,3,6,0,3,7,5,7,1,1,2,2,32,3,12,2,1,1,22
954,2,18,3,2665787,1167031,70,0,42,3,3,1,6,8,2,8,9,4,2,2,2,2,22,3,3,12,2,32,3
955,2,3,2,2651344,1225107,88,51,63,1,4,3,3,5,5,5,5,2,2,2,2,1,13,1,11,1,11,22,3
956,1,15,1,2602489,1236821,43,10,45,1,2,3,4,1,6,2,6,7,3,2,2,1,11,7,3,22,1,13,2
957,1,14,1,2683692,1188639,45,50,52,1,5,2,6,7,8,5,0,3,2,1,2,1,22,4,32,1,12,12,13
958,2,3,1,2691749,1168298,42,24,1,4,-99,2,0,4,6,8,1,4,3,2,1,2,3,1,13,3,32,3,3
959,2,4,3,2652441,1194770,75,0,96,3,5,3,5,1,9,8,9,3,1,1,2,1,2,4,2,32,32,13,3
960,1,10,2,2616450,1195233,32,68,11,1,-99,2,7,1,7,1,3,4,2,1,2,2,13,8,12,32,1,32,13
961,2,14,2,2604414,1188668,66,92,4,4,2,2,3,7,5,3,3,3,3,1,1,1,2,9,11,3,1,12,13
962,1,13,2,2664105,1245319,37,38,47,2,3,1,2,1,9,1,0,1,2,2,2,1,2,2,13,2,1,1,2
963,1,19,1,2683713,1189897,83,69,45,1,1,2,7,1,0,5,2,5,1,2,1,2,11,7,32,3,2,22,1
964,1,18,1,2622500,1222648,57,99,35,2,4,2,0,3,2,4,8,4,2,2,2,1,3,3,3,1,12,22,13
965,2,17,2,2618323,1159957,66,12,66,4,3,3,8,2,2,2,9,7,2,1,2,1,13,4,12,13,1,13,22
966,1,6,2,2615218,1222641,62,96,11,3,3,2,5,9,4,9,5,0,2,1,1,2,3,5,3,1,1,11,32
967,1,14,3,2667062,1194189,71,0,87,4,1,2,3,1,6,2,1,8,1,1,1,2,13,2,2,2,12,32,22
968,1,16,2,2696094,1240467,18,83,61,3,4,1,6,1,2,0,6,8,1,2,2,2,1,0,22,11,1,32,13
969,1,17,2,2695070,1173748,46,99,5,2,1,1,9,5,8,3,3,1,3,2,1,1,22,6,2,32,12,22,32
970,2,12,2,2612894,1155553,76,9,92,4,3,1,7,7,3,5,7,8,2,1,2,1,22,7,22,13,32,11,11
971,1,14,1,2636095,1242384,55,44,42,4,5,1,1,8,3,6,2,3,1,1,2,2,2,2,13,11,11,1,3
972,1,19,3,2614892,1228865,51,0,91,3,3,1,9,1,2,1,5,3,2,2,1,1,3,2,11,1,22,2,3
973,2,17,3,2642472,1155961,20,0,88,1,2,3,9,1,7,5,9,8,3,1,1,1,3,2,3,11,11,22,12
974,2,17,2,2654301,1193540,72,22,51,3,4,3,2,9,3,7,3,9,1,1,2,1,12,6,22,32,12,13,22
975,1,10,3,2616522,1211577,75,0,14,4,2,3,0,2,3,9,9,2,2,2,1,1,11,2,22,2,32,11,32
976,2,2,2,2661032,1240880,44,71,41,2,4,3,4,7,3,9,8,0,3,1,1,1,32,4,22,3,32,13,1
977,2,17,1,2609650,1173870,28,67,2,3,5,3,3,4,6,6,2,7,3,1,2,2,2,6,2,13,12,2,3
978,2,19,1,2680603,1167533,33,19,8,4,3,3,7,9,4,0,3,7,1,1,2,1,11,2,32,32,12,11,22
979,2,13,3,2658744,1151087,24,0,35,4,-99,3,2,8,5,0,2,5,1,2,1,2,13,3,32,3,32,32,1
980,1,19,2,2615912,1153790,70,46,91,3,-99,3,5,5,3,3,8,8,1,1,1,1,22,2,11,13,12,13,3
981,1,1,3,2673364,1174865,37,0,12,1,3,3,3,9,0,3,1,4,3,2,2,2,1,2,13,22,2,12,2
982,1,12,1,2643498,1164068,32,4,8,3,3,3,4,3,2,8,6,9,2,2,1,2,32,8,22,22,3,13,13
983,2,7,2,2604177,1234589,53,81,41,1,5,1,7,2,7,3,0,7,3,1,2,2,3,1,12,11,3,22,1
984,1,19,3,2650432,1199472,38,0,59,3,3,2,4,5,0,5,7,3,2,1,2,1,1,3,13,22,12,12,1
985,2,3,2,2673185,1221313,24,67,10,2,-99,3,3,4,7,1,8,8,3,1,1,2,11,6,3,11,11,1,3
986,2,2,1,2655686,1187780,67,79,46,2,1,1,0,4,8,1,8,2,2,2,2,2,32,4,13,2,1,12,22
987,1,3,3,2639473,1224805,80,0,41,3,-99,3,1,2,4,6,5,0,2,2,1,1,13,4,12,11,3,1,32
988,2,11,1,2682417,1199428,44,89,10,2,1,1,0,5,0,7,8,4,3,1,1,1,22,6,3,13,12,32,22
989,1,14,3,2610195,1249402,86,0,10,1,2,2,9,2,0,3,8,7,3,2,1,1,1,3,3,1,1,1,2
990,1,11,1,2635396,1193628,76,35,50,2,-99,3,1,8,5,5,4,5,3,1,1,2,22,2,3,1,22,12,2
991,1,13,3,2678473,1190648,87,0,5,4,3,2,1,1,9,9,1,5,2,1,1,2,1,6,13,3,1,3,3
992,1,7,1,2673176,1186827,42,57,43,3,3,2,8,0,1,4,5,3,3,2,2,1,22,6,2,3,3,13,13
993,2,8,3,2638647,1168194,86,0,89,1,2,3,9,7,6,8,3,3,3,1,2,2,11,3,1,2,12,2,11
994,1,17,3,2687296,1206184,41,0,5,4,3,3,0,8,3,0,3,0,3,2,1,2,22,7,3,12,12,3,32
995,1,11,1,2674783,1234514,32,14,60,3,1,2,5,2,9,3,1,1,1,1,2,2,11,3,11,2,2,13,13
996,1,13,1,2659144,1192813,85,64,89,4,1,3,4,7,4,6,8,0,3,1,1,2,3,9,1,12,22,1,32
997,2,15,1,2676317,1189363,89,35,62,3,1,2,3,9,9,1,6,3,1,1,2,1,32,8,12,13,12,1,2
998,1,7,3,2673249,1157516,49,0,84,3,5,2,5,5,9,1,3,1,3,1,1,1,32,8,13,13,32,12,13
999,1,17,1,2674674,1207072,76,17,43,2,4,3,4,3,7,3,5,4,3,1,2,2,1,3,13,11,13,13,3
